title,type,premiere_date,tmdb_id,original_language,production_countries,runtime_min,genres_tmdb,cast_popularity_max,cast_popularity_mean,crew_popularity_max,is_ip_adaptation,episode_count_s1,episode_runtime_avg_s1,release_cadence,imdb_id,keywords,has_keywords,wiki_views_28d,wiki_has_views,wiki_views_28d_log,imdb_rating_used,imdb_rating_source,imdb_votes_used,tmdb_vote_average,tmdb_vote_count,tmdb_popularity,weeks_top10_global,ever_top10_global,best_rank_global,total_hours_top10_global,total_views_top10_global,first28d_weeks_global,first28d_hours_global,first28d_views_global
Fear Street Part 3: 1666,film,2021-07-16,591275,en,US,115,"Mystery,Horror",5.9284,2.649,1.1115,0,,,,tt9701942,"sequel, lesbianism, third part, curse, forest",1,668105,1,13.41220212,6.6,film,67573,7.094,1896,2.6292,3,1,1,38620000,0,3,38620000,0
Hypnotic,film,2021-10-27,864873,en,CA,89,"Thriller,Drama,Horror",2.5126,1.412,1.1109,0,,,,tt12383460,"brain, hypnosis, memory, hypnotherapy, black out",1,214475,1,12.27595312,5.3,film,21000,6.036,662,10.547,2,1,2,35760000,0,2,35760000,0
Murder Mystery 2,film,2023-03-31,638974,en,US,91,"Mystery,Comedy,Crime",3.7239,2.728,1.1047,0,,,,tt15255288,"sequel, second part, parent, blonde, theft",1,620534,1,13.33833729,5.7,film,79556,6.391,1856,4.1559,5,1,1,155730000,0,4,149580000,0
Spectral,film,2016-12-09,324670,en,"HU,US",109,"Science Fiction,Thriller,Action",2.898,2.427,1.1047,0,,,,tt2106651,"moldova, technology, human experiment, last stand, fictional war",1,9651,1,9.174920427,6.3,film,68186,6.522,1867,12.7529,0,0,0,0,0,0,0,0
Our Souls at Night,film,2017-09-29,433252,en,GB,101,"Romance,Drama",3.7937,2.965,1.1001,0,,,,tt5034266,"widow, widower, grandson, december december romance, neighbor neighbor relationship",1,6616,1,8.797397374,6.9,film,15598,6.644,454,2.4839,0,0,0,0,0,0,0,0
Carry-On,film,2024-12-13,1005331,en,US,120,"Thriller,Action",4.1144,3.411,1.0976,0,,,,tt21382296,"gay character, tsa agent, security, airport, terrorist",1,2660030,1,14.79384833,6.5,film,179709,6.89,2473,8.0692,8,1,1,329500000,165000000,4,298700000,149400000
I Am the Pretty Thing That Lives in the House,film,2016-10-28,407559,en,"CA,US",89,"Horror,Mystery",3.1831,1.85,1.0969,0,,,,tt5059406,"haunted house, nurse, apparition, heart attack, betrayal",1,174219,1,12.06807415,4.6,film,16765,4.6,602,1.8721,0,0,0,0,0,0,0,0
Love Me Instead,film,2021-11-19,889300,tr,"TR,US",124,Drama,1.4078,1.031,1.0928,0,,,,tt13161356,"male nudity, male rear nudity, bare back, prison guard, prisoner",1,11585,1,9.357552752,7,film,3289,6.5,54,2.2278,2,1,4,8880000,0,2,8880000,0
Blame the Game,film,2024-07-12,1172648,de,DE,92,"Comedy,Thriller,Romance",1.3258,0.864,1.0928,0,,,,tt28301898,"male rear nudity, bare chested male, male nudity, shaved chest, awkwardness",1,,0,,5.4,film,5209,5.773,231,3.0757,4,1,2,26800000,17400000,4,26800000,17400000
The Harder They Fall,film,2021-11-03,618162,en,US,139,Western,4.8678,2.72,1.0876,0,,,,tt10696784,"revenge, prison, wild west, parents, cowboy",1,1340629,1,14.10865021,6.6,,76002,6.6,1143,7.0645,3,1,2,111590000,0,3,111590000,0
Doom of Love,film,2022-06-20,817889,tr,TR,100,"Romance,Drama",2.1146,1.175,1.0853,0,,,,tt14369296,"love, yoga, journey, singer, f rated",1,,0,,4.9,film,2585,6.5,22,0.7945,2,1,4,9450000,0,2,9450000,0
Bright,film,2017-12-22,400106,en,US,117,"Fantasy,Action,Thriller",3.8013,2.59,1.0837,0,,,,tt5519340,"orc, buddy movie, elf, magic, wand",1,2318183,1,14.65629468,6.3,film,207221,6.162,5835,3.648,0,0,0,0,0,0,0,0
The Time That Remains,film,2025-10-16,1550223,tl,PH,116,"Drama,Romance,Fantasy",1.3959,1.263,1.0837,0,,,,tt38366532,"dark romance, dark fantasy, vampire, superstition, forbidden love",1,,0,,5,,165,6.409,11,4.9218,0,0,0,0,0,0,0,0
Rustin,film,2023-11-17,898713,en,US,108,"Drama,History",2.0568,1.92,1.0825,0,,,,tt14160834,"homosexual history, gay african american, gay black man, gay, gay interest",1,182719,1,12.11571021,6.5,film,14268,6.551,197,9.4129,0,0,0,0,0,0,0,0
Leo,film,2023-11-21,1075794,en,"AU,US",102,"Animation,Comedy,Family",4.3382,2.868,1.0821,0,,,,tt5755238,"lizard, turtle, coming of age, singing, alligator",1,889680,1,13.69861825,7,film,44191,7.392,1281,7.6909,10,1,1,198700000,111400000,4,146000000,81800000
Over the Moon,film,2020-10-23,560050,en,"CN,US",95,"Animation,Adventure,Family,Fantasy",1.8174,1.491,1.0807,0,,,,tt7488208,"girl, frog, rabbit, moon, true love",1,762213,1,13.54398264,6.3,film,25783,7.191,1351,9.2848,0,0,0,0,0,0,0,0
Lost Bullet,film,2020-06-19,706503,fr,"BE,FR",92,"Action,Thriller,Crime",1.2747,1.178,1.0799,0,,,,tt10456740,"police, french police, france, one against many, one man army",1,,0,,6.3,film,16070,6.6,894,2.4238,10,1,3,36100000,5100000,0,0,0
The School for Good and Evil,film,2022-10-19,779782,en,US,149,"Fantasy,Comedy,Adventure,Drama",4.5244,3.143,1.0768,0,,,,tt2935622,"supernatural fantasy, based on novel, school, hero, academy",1,1015069,1,13.83046813,5.9,,40918,7.051,1325,5.2174,4,1,1,148660000,0,4,148660000,0
Chicken Run: Dawn of the Nugget,film,2023-12-15,520758,en,GB,101,"Family,Animation,Adventure,Comedy",3.447,2.731,1.0715,0,,,,tt8337264,"chicken, stop motion, animal protagonist, mother daughter relationship, popcorn",1,596073,1,13.2981201,6.3,film,27602,6.956,837,4.7386,4,1,2,67700000,39700000,4,67700000,39700000
Ma Rainey's Black Bottom,film,2020-12-18,615667,en,US,94,"Drama,Music",2.7443,2.027,1.0715,1,,,,tt10514222,"musician, singing, black singer, tension, song",1,,0,,6.9,film,59347,6.649,1216,2.5291,0,0,0,0,0,0,0,0
Christmas with You,film,2022-11-17,936960,en,US,91,"Romance,Comedy",2.9445,1.225,1.0692,0,,,,tt15824322,"christmas, holiday, small town, love, life",1,4625,1,8.439447843,5.6,film,8245,5.8,225,3.3031,2,1,6,31730000,0,2,31730000,0
Choked: Paisa Bolta Hai,film,2020-06-05,706783,hi,IN,114,"Drama,Crime,Thriller",0.8951,0.659,1.0662,0,,,,tt11651780,secret,1,246098,1,12.41348917,5.7,film,5825,6.5,36,2.6025,0,0,0,0,0,0,0,0
Spellbound,film,2024-11-22,592983,en,"ES,US",111,"Animation,Fantasy,Family,Adventure,Comedy",6.3553,3.256,1.0659,0,,,,tt7215232,"divorce, teenager, cgi animation, cg animation, young",1,299694,1,12.61052057,5.5,film,8275,6.7,279,5.1166,3,1,2,53300000,29100000,3,53300000,29100000
American Son,film,2019-11-01,622963,en,US,90,"Drama,TV Movie",1.767,1.017,1.0585,0,,,,tt9664078,"police, racial profiling, discrimination, racism, racial stereotype",1,388583,1,12.87026464,5.9,film,7713,6.134,228,2.4116,0,0,0,0,0,0,0,0
Back in Action,film,2025-01-17,993710,en,US,114,"Action,Comedy",3.0247,2.564,1.0575,0,,,,tt21191806,"agent, spy, weapon, cia central intelligence agency, gunfight",1,613972,1,13.32770623,5.9,film,62916,6.4,1371,7.0572,7,1,1,253700000,133600000,4,230200000,121200000
Mr. Harrigan's Phone,film,2022-10-05,723419,en,US,105,"Drama,Horror,Mystery",2.2934,1.309,1.0564,1,,,,tt12908110,"small town, teenager, based on short story, telephone, friend",1,,0,,6,film,41686,6.394,899,3.6115,3,1,2,61270000,0,3,61270000,0
Wallace & Gromit: Vengeance Most Fowl,film,2025-01-03,929204,en,GB,79,"Family,Comedy,Adventure,Animation",1.7066,1.335,1.0564,0,,,,tt17163970,"robot army, best friend, friendship, talking robot, human animal friendship",1,5,1,1.791759469,7.5,,38861,7.499,563,6.8068,1,1,6,6300000,4600000,1,6300000,4600000
Sometimes,film,2018-05-01,411852,ta,IN,101,Drama,2.5225,1.606,1.0509,0,,,,tt5877882,aids,1,36285,1,10.49918727,7.2,film,912,7.2,23,2.2484,0,0,0,0,0,0,0,0
The Woman in the Window,film,2021-05-14,520663,en,US,102,"Crime,Mystery,Thriller",9.7465,5.079,1.0485,0,,,,tt6111574,"knife violence, stabbing, knife, neighbor, suicide",1,1695914,1,14.34373298,5.7,,88429,5.988,2068,4.921,0,0,0,0,0,0,0,0
Love Is in the Air,film,2023-09-28,1167725,en,AU,88,"Romance,Comedy",1.5389,0.82,1.0467,0,,,,tt28073548,"seaplane, plane, tropical, paradise, love",1,107225,1,11.58269404,5.6,film,4594,6.1,115,3.6158,2,1,2,28000000,18900000,2,28000000,18900000
In the Shadow of the Moon,film,2019-09-27,530382,en,"CA,US",115,"Science Fiction,Thriller",2.5333,2.092,1.0464,0,,,,tt8110640,"time traveler, reference to the moon, year 1988, living in a car, serial killer",1,513582,1,13.14916693,6.2,film,62786,6.175,1513,3.7281,0,0,0,0,0,0,0,0
Hunger,film,2023-04-08,1071806,th,TH,145,Drama,2.2812,1.359,1.0426,0,,,,tt22695402,"suspenseful, restaurant, noodle, chef, food",1,220,1,5.398162702,6.6,film,20472,7.273,451,4.4614,6,1,1,85110000,0,4,76910000,0
The Swimmers,film,2022-11-23,821881,en,"DE,GB",134,"Drama,History",2.2692,1.678,1.0424,0,,,,tt8745676,"boat, journey, boy, city, career",1,499838,1,13.12204133,7.4,,39591,7.438,609,13.5238,3,1,2,61240000,0,3,61240000,0
The Archies,film,2023-12-07,975533,hi,"IN,US",144,"Comedy,Drama,Music,Romance",1.9882,1.254,1.037,1,,,,tt15979666,"teenage boy, based on comic book, 1960s, riverdale, singing",1,1218173,1,14.01286357,4.2,film,53068,5.868,57,13.1179,2,1,3,8300000,3500000,2,8300000,3500000
She Said Maybe,film,2025-09-19,1509871,de,"DE,TR",108,"Comedy,Romance,Drama",2.2223,1.142,1.0259,0,,,,tt36754289,romcom,1,,0,,4.9,,1356,5.953,43,5.3645,3,1,1,32800000,18400000,3,32800000,18400000
The Takedown,film,2022-05-06,785985,fr,FR,119,"Comedy,Action",2.1125,0.982,1.0246,0,,,,tt13822738,"sequel, second part, boy, team up, criminal",1,52901,1,10.87619642,5.8,,9448,6.049,496,3.8381,8,1,1,86970000,1300000,4,76370000,0
Day Shift,film,2022-08-12,755566,en,US,113,"Action,Fantasy,Horror,Comedy,Thriller",4.518,3.547,1.0195,0,,,,tt13314558,"vampire, father, vampirism, urban setting, california",1,851318,1,13.65454219,6.1,film,95863,6.753,2098,3.2741,4,1,1,149810000,0,4,149810000,0
The Entitled,film,2022-07-29,994006,tl,PH,90,"Comedy,Romance",3.4157,0.973,1.0177,0,,,,tt21030232,"father, reference to pubic hair",1,,0,,4.1,,793,5,12,4.0452,2,1,5,9680000,0,2,9680000,0
"Tick, Tick... Boom!",film,2021-11-19,537116,en,US,115,"Drama,Music",3.5692,2.083,1.0164,0,,,,tt8721424,"30th birthday, 29 year old man, gay character, gay friend, gay",1,932711,1,13.74585175,7.5,,126518,7.611,2213,2.3753,0,0,0,0,0,0,0,0
Jumping from High Places,film,2022-10-05,1024426,it,IT,89,"Romance,Comedy",1.9143,0.908,1.0108,0,,,,tt22071864,"high concept comedy, anxiety",1,,0,,5.8,film,1344,5.675,80,1.3133,2,1,6,7020000,0,2,7020000,0
Yara,film,2021-11-05,747688,it,IT,96,Drama,1.2047,0.896,1.0108,1,,,,tt15655276,"murder, investigation, prosecutor, female prosecutor, rhythmic gymnastics",1,68660,1,11.13693663,6.3,,7332,6.313,431,5.2767,4,1,1,37860000,0,4,37860000,0
Roma,film,2018-12-14,426426,es,"GB,US",135,Drama,1.4,0.965,1.0085,0,,,,tt6155172,"maid, mexico city, 1970s, nanny, class differences",1,1450227,1,14.18723134,7.6,film,175556,7.624,4022,2.6639,0,0,0,0,0,0,0,0
Damsel,film,2024-03-08,763215,en,"ES,US",107,"Fantasy,Action,Adventure",7.7256,3.238,1.0059,0,,,,tt13452446,"dragon, revenge, princess, kingdom, female protagonist",1,2437530,1,14.7064962,6.1,film,114302,7,2585,9.7528,6,1,1,226200000,123300000,4,212600000,115900000
The Open House,film,2018-01-19,485774,en,US,94,"Horror,Thriller",2.7761,1.36,1.0012,0,,,,tt7608028,"mother son relationship, death of husband, open house, shower scene, unknown killer",1,600037,1,13.30474827,3.3,,38975,3.699,1412,5.4974,0,0,0,0,0,0,0,0
Fever Dream,film,2021-10-13,595280,es,"CL,ES,PE,US",93,"Thriller,Drama,Mystery",6.2081,2.011,1.0006,0,,,,tt9471660,"horse sex, maternity, soul transmigration, mother son relationship, mother daughter relationship",1,43252,1,10.67482187,5.5,film,2487,5.791,126,1.5696,1,1,4,6030000,0,1,6030000,0
All Because of You,film,2020-10-01,748402,ms,MY,101,"Comedy,Action,Romance",1.3431,1.236,0.9939,0,,,,tt13106900,"agent, mission, love, joke, fight",1,35908,1,10.48874324,4.1,film,264,5.4,7,5.5069,0,0,0,0,0,0,0,0
Brahman Naman,film,2016-07-07,373453,en,"GB,IN",94,Comedy,1.4833,0.709,0.9928,0,,,,tt5240748,"college, indian sex comedy, competition, trivia, fictional game show",1,50125,1,10.82229511,5.5,film,2044,5.489,44,1.8102,0,0,0,0,0,0,0,0
A Futile and Stupid Gesture,film,2018-01-26,391710,en,US,101,"Comedy,Drama",3.1655,2.72,0.9862,0,,,,tt5566790,"writer, satirist, script writer, humorist, magazine",1,356366,1,12.78371638,6.7,film,18199,6.463,352,0.8788,0,0,0,0,0,0,0,0
Despite Everything,film,2019-05-03,588001,es,ES,75,Comedy,2.0526,1.161,0.9851,0,,,,tt9150970,"funeral, spain, sister sister relationship, europe, madrid spain",1,,0,,5.4,film,5788,6,427,2.2663,0,0,0,0,0,0,0,0
Serious Men,film,2020-10-02,743382,hi,IN,115,"Drama,Comedy",1.0723,0.688,0.9839,0,,,,tt10230414,"son, reference to pubic hair, secret, father",1,205754,1,12.23444142,6.8,film,8364,6.7,37,3.9019,0,0,0,0,0,0,0,0
Lost Bullet 2: Back for More,film,2022-11-10,948276,fr,"BE,FR",98,"Action,Crime,Thriller",1.6792,1.208,0.9834,0,,,,tt14465706,"sequel, second part, number 2 in title, criminal, police",1,16775,1,9.727704573,6.3,,6910,6.5,454,2.8455,0,0,0,0,0,0,0,0
Always Be My Maybe,film,2019-05-31,513576,en,US,102,"Romance,Comedy",8.0383,3.13,0.9806,0,,,,tt7374948,"asian man black woman relationship, celebrity, cooking, reference to john wick, reference to movie speed",1,22105,1,10.00360434,6.7,film,64602,6.641,1372,1.5251,0,0,0,0,0,0,0,0
Christmas on the Square,film,2020-11-22,747349,en,US,98,"Comedy,Music,Family,TV Movie",2.2197,1.725,0.9782,0,,,,tt10627548,"christmas, christmas in title, f rated, holiday in title, christmas movie",1,28349,1,10.25238231,5.2,film,3154,5.8,72,4.6768,0,0,0,0,0,0,0,0
True Memoirs of an International Assassin,film,2016-11-11,339396,en,US,98,"Comedy,Action",3.0853,2.462,0.9774,0,,,,tt1542768,"writer, agent, assassin, novel, helicopter",1,199149,1,12.20181359,5.9,,25471,5.768,826,2.519,0,0,0,0,0,0,0,0
The Meyerowitz Stories (New and Selected),film,2017-10-13,396398,en,US,112,"Comedy,Drama",7.609,4.352,0.9768,0,,,,tt5536736,"new york city, gay couple, gay man, written by director, female editor",1,332876,1,12.71552833,6.9,,56088,6.465,1235,7.1934,0,0,0,0,0,0,0,0
Non Negotiable,film,2024-07-26,1309923,es,"AR,MX",86,"Action,Thriller,Comedy,Drama",0.8168,0.609,0.9766,0,,,,tt31227221,"negotiation, hostage, kidnapping, president, mistress",1,675,1,6.516193076,5.4,film,1187,6.2,107,1.2441,3,1,1,24200000,16700000,3,24200000,16700000
"Love, Divided",film,2024-04-12,1005681,es,ES,98,"Romance,Comedy",1.0316,0.67,0.9721,1,,,,tt20198716,"love, partner, young, remake, teenager",1,72492,1,11.19124528,6,film,4665,6.673,245,2.5116,4,1,1,39000000,23800000,4,39000000,23800000
Ad Vitam,film,2025-01-10,1261501,fr,FR,97,"Thriller,Drama,Crime,Action",1.2363,0.937,0.9623,0,,,,tt32138452,"manhunt, criminal, kidnapping, fight, secret",1,122592,1,11.7166252,5.9,film,10583,6.2,404,4.8347,5,1,1,91400000,55900000,4,88900000,54400000
The Devil All The Time,film,2020-09-16,499932,en,US,138,"Crime,Drama,Thriller",6.2995,4.534,0.959,0,,,,tt7395114,"neo noir, hand job, fellatio, blow job, erection",1,1989360,1,14.50332404,7.1,,165300,7.193,3516,2.53,0,0,0,0,0,0,0,0
Intrusion,film,2021-09-22,785752,en,US,93,"Drama,Mystery,Thriller",1.6792,1.287,0.9534,0,,,,tt5563324,"home invasion, cancer survivor, home intruder, husband wife relationship, housewarming party",1,375138,1,12.8350519,5.3,film,22287,5.938,728,7.942,2,1,1,42090000,0,2,42090000,0
The Princess Switch: Switched Again,film,2020-11-19,643882,en,US,97,"Family,Romance,Comedy,TV Movie",2.5666,1.651,0.9498,0,,,,tt11199410,"christmas, party, royalty, sequel, second part",1,313858,1,12.65669912,5.4,,14736,6.8,902,5.4565,0,0,0,0,0,0,0,0
The Princess Switch,film,2018-11-16,556803,en,US,101,"Romance,Comedy",1.7387,1.345,0.9498,0,,,,tt8954732,"christmas, identity swap, same actor playing two characters simultaneously on screen, actress playing dual role, mistaken identity",1,332767,1,12.71520083,6.1,,33554,7,2248,8.4334,0,0,0,0,0,0,0,0
The Princess Switch 3: Romancing the Star,film,2021-11-18,785533,en,US,106,"Romance,Comedy",1.7387,1.477,0.9498,0,,,,tt14731142,"christmas, sequel, third part, princess, holiday",1,190337,1,12.15655672,5.6,,8614,6.8,447,4.0248,2,1,2,41020000,0,2,41020000,0
The Occupant,film,2020-03-25,674944,es,ES,103,"Thriller,Drama",1.0652,0.859,0.9467,0,,,,tt9345754,"intruder, losing a job, husband wife relationship, unemployment, secretly observing",1,111516,1,11.62193232,6.4,,21191,6.38,773,3.4867,0,0,0,0,0,0,0,0
Nappily Ever After,film,2018-09-21,519035,en,US,100,"Comedy,Romance,Drama",2.3273,1.879,0.9411,0,,,,tt0365545,"based on novel, bald woman, sex in a shower, adult child friendship, head shaving",1,241951,1,12.39649464,6.4,film,9996,7.191,816,2.031,0,0,0,0,0,0,0,0
The Red Sea Diving Resort,film,2019-07-31,465003,en,"CA,US",130,"Drama,Thriller,History",4.1276,2.709,0.9257,0,,,,tt4995776,"1980s, based on true story, refugee, ethiopian jew, refugee camp",1,890774,1,13.69984715,6.6,,34374,6.826,837,1.3238,0,0,0,0,0,0,0,0
Wendell & Wild,film,2022-10-28,511817,en,US,105,"Animation,Comedy,Family,Fantasy,Horror",2.7812,2.561,0.9241,0,,,,tt5181830,"stop motion, friend, supernatural horror, transgender boy, horror for children",1,352600,1,12.77309239,6.4,,14566,6.63,364,3.6694,0,0,0,0,0,0,0,0
A Babysitter's Guide to Monster Hunting,film,2020-10-15,624963,en,US,94,"Family,Fantasy,Adventure,Comedy",1.8273,1.534,0.922,0,,,,tt4844150,"child, halloween, babysitter, close up of eyes, high school",1,,0,,5.4,film,5005,6.2,309,2.3204,0,0,0,0,0,0,0,0
Mascots,film,2016-10-13,368993,en,US,89,Comedy,3.001,2.432,0.9138,0,,,,tt4936176,"mascot, competition, armadillo, hedgehog, satire",1,26752,1,10.1944019,5.8,film,8216,5.446,194,2.0438,0,0,0,0,0,0,0,0
The Merry Gentlemen,film,2024-11-20,1290486,en,US,88,"Romance,Comedy",2.6901,2.058,0.9093,0,,,,tt32368345,"christmas, life, holiday, love, small town",1,101016,1,11.5230441,4.8,,10589,5.8,220,2.4417,2,1,1,36000000,24500000,2,36000000,24500000
Bomb Scared,film,2017-10-12,457917,es,ES,89,Comedy,1.5746,0.951,0.9054,0,,,,tt6895746,"dark comedy, football (soccer), spain, terrorism, world cup",1,,0,,5.7,film,3091,5.43,114,0.8442,0,0,0,0,0,0,0,0
Tall Girl,film,2019-09-13,625450,en,US,101,"Comedy,Drama,Romance",3.6143,2.184,0.9051,0,,,,tt9252508,"tall girl, coming of age, insulting, heightism, f rated",1,527373,1,13.17566525,5.2,film,28673,6.286,1912,4.1093,0,0,0,0,0,0,0,0
Boxer,film,2024-09-11,1280440,pl,PL,150,Drama,1.3781,0.758,0.9036,0,,,,tt32244931,"lesbian sex scene, sex scene, boxing sport, boxing, boxer",1,,0,,6.4,film,1359,7.1,39,12.5941,2,1,4,13200000,5200000,2,13200000,5200000
All the Bright Places,film,2020-02-28,342470,en,US,108,"Romance,Drama",7.7036,3.305,0.9026,0,,,,tt3907584,"based on novel, mental illness, young adult, interracial relationship, suicide",1,454740,1,13.02748331,6.6,film,42771,7.637,2950,5.3387,0,0,0,0,0,0,0,0
Thunder Force,film,2021-04-09,615678,en,US,107,"Comedy,Action,Adventure,Science Fiction",4.1144,2.618,0.8991,0,,,,tt10121392,"superhero, superhero team, interracial friendship, supervillain, estranged friend",1,506359,1,13.13500316,4.6,,47784,5.481,1285,3.6451,0,0,0,0,0,0,0,0
Christmas Crossfire,film,2020-12-04,765123,de,DE,105,"Comedy,Crime,Thriller",0.984,0.705,0.8974,0,,,,tt13446424,"locked in a sauna, nude man, university professor, twisting someone's ear, van",1,12984,1,9.471550124,4.8,film,1710,4.683,90,3.2733,0,0,0,0,0,0,0,0
Imperial Dreams,film,2017-02-03,253154,en,US,86,Drama,3.3541,1.722,0.8959,0,,,,tt3331028,"friend, father son relationship",1,95751,1,11.46951679,6.7,film,4832,6.6,165,2.7405,0,0,0,0,0,0,0,0
To All the Boys: Always and Forever,film,2021-02-12,614409,en,US,115,"Romance,Comedy,Drama",2.8845,1.857,0.8928,0,,,,tt10676012,"girl, love, trilogy, friendship, college application",1,586696,1,13.28226378,6.3,,38058,7.515,2008,2.9862,0,0,0,0,0,0,0,0
Between Two Ferns: The Movie,film,2019-09-20,584962,en,US,82,Comedy,8.0383,5.617,0.8927,0,,,,tt9398640,"celebrity guest, road trip, interview, celebrity, comedian",1,312850,1,12.65348232,6.1,film,37471,5.935,912,1.6073,0,0,0,0,0,0,0,0
That Christmas,film,2024-12-04,645757,en,GB,91,"Animation,Comedy,Family,Fantasy,Adventure",3.8753,2.424,0.8923,0,,,,tt14855468,"based on children's book, christmas, holiday, friend, cgi animation",1,436839,1,12.98732227,6.8,film,17261,7.166,370,6.1651,5,1,2,99500000,62200000,4,93400000,58400000
The King,film,2019-11-01,504949,en,"AU,US",140,"Drama,History,War",4.626,3.346,0.8917,0,,,,tt7984766,"british royalty, 15th century, combat, king, battle of agincourt",1,1760690,1,14.3812169,7.3,,170890,7.156,3414,11.9233,0,0,0,0,0,0,0,0
Mary,film,2024-12-06,1243381,en,"GB,US",112,"Drama,History,Action",4.0723,2.322,0.8916,0,,,,tt32084246,"pregnancy, holiday, christ, angel, god",1,346196,1,12.75476326,5.2,film,8249,6.238,181,3.227,0,0,0,0,0,0,0,0
Red Notice,film,2021-11-12,512195,en,US,118,"Action,Comedy,Crime",5.2555,3.913,0.891,0,,,,tt7991608,"thief, heist, chase, rivalry, art",1,1904003,1,14.4594696,6.3,film,346420,6.753,6170,7.2854,14,1,1,453990000,0,4,353880000,0
Joy,film,2024-11-22,1184495,en,GB,115,Drama,3.8502,2.898,0.8884,0,,,,tt10243672,"based on real people, baby, hospital, medical, 20th century",1,237588,1,12.37829757,7.1,film,10934,6.8,140,3.6348,0,0,0,0,0,0,0,0
High Flying Bird,film,2019-02-08,510498,en,US,90,Drama,3.7036,2.316,0.8819,0,,,,tt8128188,"basketball sport, basketball, director also editor, lesbian character, steam bath",1,140935,1,11.85606117,6.2,film,9588,5.656,247,2.1959,0,0,0,0,0,0,0,0
Love at First Sight,film,2023-09-15,353577,en,US,91,"Romance,Drama",4.1423,2.41,0.8811,0,,,,tt2183014,"love, life, airport, flight, couple",1,,0,,6.8,film,39628,7.201,655,3.1564,3,1,1,55800000,36800000,3,55800000,36800000
Nowhere,film,2023-09-29,1151534,es,ES,109,"Thriller,Drama",0.9801,0.753,0.8811,0,,,,tt15789472,"pregnancy, violence, blood, lost, survival adventure",1,1283413,1,14.06503427,6.3,film,47018,7.336,1486,3.7857,15,1,1,157400000,86500000,4,130600000,71900000
